uniprotswissprot	uniprotsptrembl	wormbase_gene
	G5ECK3	WBGene00003114
	Q1NZ22	WBGene00003114
Q9NAG4		WBGene00003119
P49029		WBGene00003123
P37209		WBGene00003124
	Q965Y1	WBGene00003129
	U4PER3	WBGene00003129
	U4PBI7	WBGene00003129
	Q9U2V9	WBGene00003130
	H1UBK1	WBGene00003130
	H1UBK2	WBGene00003130
Q9N593		WBGene00003132
O18191		WBGene00003133
Q19294		WBGene00003134
O17581		WBGene00003136
	Q9U1X7	WBGene00003142
	E6N0W2	WBGene00003142
	Q18420	WBGene00003143
	G5ED24	WBGene00003143
G5EGQ3		WBGene00003144
	A0A0K3AQV8	WBGene00003144
	A0A0K3AUE7	WBGene00003144
	Q9XTV4	WBGene00003148
Q8WQL7		WBGene00003149
Q9XTF3		WBGene00003150
	A0A061ACN3	WBGene00003150
	A0A061ADU8	WBGene00003150
	A0A061AKR6	WBGene00003150
	A0A061ACN7	WBGene00003150
	A0A061ACK4	WBGene00003150
	A0A061AJ20	WBGene00003150
	G5EFR6	WBGene00003151
	G5EC39	WBGene00003151
	G5EC04	WBGene00003151
	F5GU98	WBGene00003151
	Q95XP6	WBGene00003153
	Q95XP5	WBGene00003153
	Q8MXS0	WBGene00003153
	B7CED8	WBGene00003153
	U4PMD6	WBGene00003153
	Q9XXI9	WBGene00003154
	Q7K7J6	WBGene00003154
	Q9XVR7	WBGene00003155
Q95XQ8		WBGene00003156
	A0A061AL94	WBGene00003156
Q21902		WBGene00003157
P34647		WBGene00003158
	O16297	WBGene00003159
	G5EFM0	WBGene00003160
	Q9NGT3	WBGene00003161
	Q8T870	WBGene00003161
	U4PC21	WBGene00003161
O02640		WBGene00003162
	G5EG44	WBGene00003163
Q9N337		WBGene00003164
	Q5ZR42	WBGene00003165
	Q5ZR41	WBGene00003165
	H2KZ67	WBGene00003165
	Q5ZR39	WBGene00003165
	H2KZ68	WBGene00003165
	Q5ZR36	WBGene00003165
	Q5ZR35	WBGene00003165
	Q5ZR40	WBGene00003165
	A5A8R1	WBGene00003165
	A5A8R2	WBGene00003165
Q27433		WBGene00003166
	Q8MQ74	WBGene00003166
	H2KZ92	WBGene00003166
	A0A3B1DVR7	WBGene00003166
	A0A3B1E057	WBGene00003166
	A0A3B1DVV1	WBGene00003166
	A0A3B1E3Y0	WBGene00003166
	A0A3B1E3V6	WBGene00003166
	A0A3B1E553	WBGene00003166
	A0A3B1E8U8	WBGene00003166
	A0A3B1E532	WBGene00003166
	A0A3B1DQN5	WBGene00003166
	A0A3B1E8U1	WBGene00003166
	A0A3B1E9Z8	WBGene00003166
	A0A3B1E520	WBGene00003166
	A0A3B1DR76	WBGene00003166
	A0A3B1DQJ7	WBGene00003166
P09088		WBGene00003167
	A0A2C9C378	WBGene00003167
P24612		WBGene00003168
	G5EFQ9	WBGene00003169
O01811		WBGene00003170
P12456		WBGene00003171
	G5ECJ4	WBGene00003172
	Q18761	WBGene00003173
	G3MVG9	WBGene00003173
P34886		WBGene00003174
P91910		WBGene00003175
	Q20127	WBGene00003176
Q22071		WBGene00003177
O45100		WBGene00003178
	W6RR23	WBGene00003178
	O45873	WBGene00003179
	G5EF71	WBGene00003180
	G5EF25	WBGene00003181
	Q9U325	WBGene00003182
P34808		WBGene00003183
O44740		WBGene00003184
Q21307		WBGene00003185
Q10664		WBGene00003186
	G5EEB3	WBGene00003196
	G5EGT0	WBGene00003196
	G5ECD7	WBGene00003196
	G5EG29	WBGene00003196
Q94420		WBGene00003209
	K8F7T2	WBGene00003209
Q18508		WBGene00003210
P50432		WBGene00003214
	Q9N575	WBGene00003216
Q21502		WBGene00003218
G5EBL2		WBGene00003219
O17514		WBGene00003220
Q10665		WBGene00003221
	G8JY65	WBGene00003221
Q9NH52		WBGene00003222
Q9GYS1		WBGene00003224
P41956		WBGene00003225
	A0A0K3AU58	WBGene00003225
	G5ECB9	WBGene00003228
	G2HJZ1	WBGene00003228
	Q95R07	WBGene00003229
	H2L067	WBGene00003229
	V6CKQ3	WBGene00003229
Q9XUB2		WBGene00003230
Q09436		WBGene00003231
Q09630		WBGene00003232
	A3FPK2	WBGene00003232
	A0A0K3ASV1	WBGene00003232
	A0A0K3AWH7	WBGene00003232
	G5EG10	WBGene00003233
	A0A0K3AU50	WBGene00003233
	A0A0K3AWF7	WBGene00003233
	Q9U228	WBGene00003234
Q18785		WBGene00003235
	D6R8W7	WBGene00003235
	G3MU38	WBGene00003235
P90835		WBGene00003236
	Q9GUG4	WBGene00003237
	G5EF44	WBGene00003238
	Q9N532	WBGene00003238
	G5EBV3	WBGene00003239
	A0A0K3AYI6	WBGene00003239
Q22227		WBGene00003241
O76840		WBGene00003242
P34400		WBGene00003243
G5EF33		WBGene00003245
Q7YWX7		WBGene00003246
Q23356		WBGene00003247
Q20930		WBGene00003248
O45348		WBGene00003249
G1FC92		WBGene00003252
P45895		WBGene00003253
Q21815		WBGene00003254
	G5EE66	WBGene00003258
Q09591		WBGene00003367
Q20347		WBGene00003368
P19625		WBGene00003369
P19626		WBGene00003370
P53014		WBGene00003371
	G8JY79	WBGene00003371
Q09510		WBGene00003372
	Q9XU10	WBGene00003373
A0A0K3AV08		WBGene00003374
	Q9GP94	WBGene00003375
	H2KZV8	WBGene00003375
	Q9GP96	WBGene00003375
	L8E6X8	WBGene00003375
O17212		WBGene00003376
	Q18533	WBGene00003377
P41846		WBGene00003378
	Q8I7I9	WBGene00003378
Q17895		WBGene00003380
	G5EGH2	WBGene00003384
	Q23069	WBGene00003385
	Q9GQ00	WBGene00003386
	Q8MPU3	WBGene00003386
	H2L0B8	WBGene00003386
	Q9N3C7	WBGene00003387
Q9XV46		WBGene00003388
P34498		WBGene00003389
Q9BLB6		WBGene00003390
	G5EBT5	WBGene00003391
O45244		WBGene00003392
	U4PDV5	WBGene00003392
Q09530		WBGene00003393
Q22329		WBGene00003394
Q10459		WBGene00003395
Q9XTC6		WBGene00003396
A0A0K3AWM6		WBGene00003397
O44997		WBGene00003400
	W6RTC2	WBGene00003400
	W6SBC4	WBGene00003400
	W6RQW7	WBGene00003400
P39745		WBGene00003401
	H2KYF8	WBGene00003402
	Q8IG56	WBGene00003402
	Q6ABN8	WBGene00003402
	Q27GU3	WBGene00003403
	G5EC55	WBGene00003404
	G5EDY4	WBGene00003404
	Q09EF4	WBGene00003404
	G5ECZ8	WBGene00003404
	G5EGP5	WBGene00003404
	G5EC95	WBGene00003404
	G5ECF9	WBGene00003404
	G1K0W4	WBGene00003404
	G1K0W3	WBGene00003404
	G1K0W2	WBGene00003404
Q23255		WBGene00003405
	Q9XWW2	WBGene00003406
	A7DTF0	WBGene00003406
	Q9N2N3	WBGene00003407
	Q95QE2	WBGene00003407
	Q8MQ16	WBGene00003407
	Q7YZW1	WBGene00003407
	Q3S1M2	WBGene00003407
	Q20943	WBGene00003408
	Q19048	WBGene00003409
	G5EFP3	WBGene00003410
	G5EE72	WBGene00003411
	Q19625	WBGene00003412
	Q9U2G5	WBGene00003413
	Q9XW61	WBGene00003414
Q20970		WBGene00003415
	D3YT55	WBGene00003415
	D3YT56	WBGene00003415
G5EC44		WBGene00003417
	Q9TXR4	WBGene00003418
Q19272		WBGene00003421
	A0A061AKP2	WBGene00003421
	Q9N3T8	WBGene00003422
	G5EFS2	WBGene00003423
Q19832		WBGene00003424
P05634		WBGene00003425
P53017		WBGene00003426
P53017		WBGene00003429
P53018		WBGene00003430
P53019		WBGene00003431
P05634		WBGene00003432
P53020		WBGene00003434
P53017		WBGene00003435
P53017		WBGene00003438
Q18461		WBGene00003442
P53017		WBGene00003443
P53017		WBGene00003444
P53017		WBGene00003446
Q17856		WBGene00003448
P05634		WBGene00003449
Q17856		WBGene00003450
	S6CPF4	WBGene00003451
P53017		WBGene00003452
Q21244		WBGene00003456
P53017		WBGene00003457
P53017		WBGene00003458
	G5EEW3	WBGene00003462
P05634		WBGene00003463
Q9TVW5		WBGene00003464
Q94053		WBGene00003465
Q9TVW5		WBGene00003466
		WBGene00003467
P53017		WBGene00003468
P53017		WBGene00003469
Q23519		WBGene00003470
	G5ECI1	WBGene00003471
	O01837	WBGene00003472
	Q960A2	WBGene00003472
P17511		WBGene00003473
P17512		WBGene00003474
Q9N589		WBGene00003475
Q22712		WBGene00003476
Q9TXP3		WBGene00003477
G5ED68		WBGene00003478
	G5EBF2	WBGene00003478
Q965W9		WBGene00003479
	P91329	WBGene00003480
	Q65ZG6	WBGene00003480
P34576		WBGene00003482
O02365		WBGene00003485
Q27371		WBGene00003495
Q21281		WBGene00003497
	O44768	WBGene00003499
	Q8IA66	WBGene00003499
P34607		WBGene00003504
	Q17978	WBGene00003507
	O62011	WBGene00003508
	Q9U3S5	WBGene00003508
	G5EEH5	WBGene00003509
	Q9TZ70	WBGene00003510
	Q18711	WBGene00003511
P12845		WBGene00003514
P12844		WBGene00003515
	H2KYW1	WBGene00003516
	Q95Q64	WBGene00003516
	H2KYW2	WBGene00003516
	H2KYW3	WBGene00003516
	Q5R3Y6	WBGene00003516
Q93655		WBGene00003517
P32739		WBGene00003518
	H9G2P8	WBGene00003518
Q21339		WBGene00003519
O62243		WBGene00003520
Q9N5R0		WBGene00003521
Q21252		WBGene00003522
P55112		WBGene00003523
	D7SFI5	WBGene00003523
	D7SFI4	WBGene00003523
P91828		WBGene00003524
Q9U3S9		WBGene00003525
	Q2HQL9	WBGene00003525
P55113		WBGene00003526
Q18439		WBGene00003527
P91137		WBGene00003528
Q21388		WBGene00003529
	B6EU59	WBGene00003529
Q21432		WBGene00003530
Q9XTD6		WBGene00003531
Q20191		WBGene00003532
Q19269		WBGene00003533
P55115		WBGene00003534
Q21180		WBGene00003535
Q21178		WBGene00003536
Q21179		WBGene00003537
Q21181		WBGene00003538
Q22396		WBGene00003539
Q22401		WBGene00003540
Q22398		WBGene00003541
Q7Z0M7		WBGene00003542
Q93542		WBGene00003543
Q20459		WBGene00003544
O17264		WBGene00003545
P98061		WBGene00003546
Q20958		WBGene00003547
Q9N2V2		WBGene00003548
Q7JLI1		WBGene00003549
O16977		WBGene00003550
P55114		WBGene00003551
Q18206		WBGene00003552
Q93243		WBGene00003553
Q20942		WBGene00003554
Q20176		WBGene00003555
	G5EDM1	WBGene00003558
	G5EG32	WBGene00003558
	A0A0K3AX41	WBGene00003559
	A0A0K3ARS2	WBGene00003559
	A0A0K3AUA6	WBGene00003559
	A0A0K3ARF3	WBGene00003559
	A0A0K3AUY6	WBGene00003559
	A0A0K3AXB1	WBGene00003559
P34611		WBGene00003559
	A0A0K3AS01	WBGene00003559
Q19127		WBGene00003561
P34389		WBGene00003562
P36608		WBGene00003563
P36609		WBGene00003564
	Q95ZR9	WBGene00003565
	G5EF08	WBGene00003566
	Q1RPT9	WBGene00003566
	H2KYP2	WBGene00003567
	H2KYP3	WBGene00003567
	Q8I7I7	WBGene00003567
	H2KYP4	WBGene00003567
	G5ECW0	WBGene00003568
	P90858	WBGene00003569
	Q1ZXT5	WBGene00003569
	G5EC02	WBGene00003570
P34315		WBGene00003571
P34322		WBGene00003572
	O16241	WBGene00003573
O16242		WBGene00003574
	Q965R5	WBGene00003575
	D9P2J5	WBGene00003575
Q17635		WBGene00003576
	G5EF61	WBGene00003577
	Q86MD1	WBGene00003577
O45830		WBGene00003578
O61902		WBGene00003579
Q23236		WBGene00003580
Q9U2M7		WBGene00003581
O62255		WBGene00003582
	A0A061ADX7	WBGene00003582
	A0A061ACN4	WBGene00003582
Q09297		WBGene00003583
P91148		WBGene00003584
Q9NA25		WBGene00003585
Q19427		WBGene00003586
	B3GWC0	WBGene00003586
Q93725		WBGene00003587
	G5EEA8	WBGene00003588
	Q27512	WBGene00003589
	Q7JMT5	WBGene00003589
	Q27473	WBGene00003590
	P91144	WBGene00003591
	A0A131MB16	WBGene00003591
	A0A131MBL3	WBGene00003591
	Q09631	WBGene00003592
	Q5H9N2	WBGene00003592
	Q5H9N3	WBGene00003592
	H2KYX2	WBGene00003593
	H2KYX3	WBGene00003593
	Q5LK46	WBGene00003593
O76463		WBGene00003594
	Q95XG7	WBGene00003595
	Q9XXN4	WBGene00003596
	Q9U365	WBGene00003596
	Q56VZ2	WBGene00003596
Q03601		WBGene00003597
	A0A131MCD3	WBGene00003597
	Q19818	WBGene00003598
	H2L0K3	WBGene00003599
	F8Y420	WBGene00003599
	A0A0M7RE93	WBGene00003599
	A0A0M7RF55	WBGene00003599
Q21878		WBGene00003600
	G8JYA7	WBGene00003600
Q10902		WBGene00003601
Q9XTJ4		WBGene00003602
O45436		WBGene00003603
Q9NA51		WBGene00003604
	J7SEZ3	WBGene00003604
P41829		WBGene00003605
Q20765		WBGene00003606
Q9XYB7		WBGene00003607
Q23489		WBGene00003608
P41999		WBGene00003609
Q23294		WBGene00003610
	H9G2T1	WBGene00003610
	H9G2T0	WBGene00003610
Q21701		WBGene00003611
	A5JYT1	WBGene00003611
	I2HAH0	WBGene00003611
Q9N4Q7		WBGene00003612
O02151		WBGene00003613
	O61854	WBGene00003614
Q27521		WBGene00003615
	Q17589	WBGene00003616
O16360		WBGene00003617
Q09528		WBGene00003618
Q09565		WBGene00003619
	H2KZU1	WBGene00003620
	G5EBL9	WBGene00003620
	H2KZU2	WBGene00003620
	H2KZU3	WBGene00003620
	H2KZU4	WBGene00003620
Q09587		WBGene00003621
P41828		WBGene00003622
Q19345		WBGene00003623
Q17905		WBGene00003624
Q18192		WBGene00003625
	Q21372	WBGene00003626
Q21006		WBGene00003627
Q17771		WBGene00003628
	Q21104	WBGene00003629
	A0A061AKS3	WBGene00003629
Q22127		WBGene00003630
O76828		WBGene00003632
	Q18299	WBGene00003633
	A0A061AJB0	WBGene00003633
Q22555		WBGene00003634
	Q19496	WBGene00003635
	H2KZB8	WBGene00003636
	Q95QR2	WBGene00003636
	Q95QR3	WBGene00003636
	V6CJ10	WBGene00003636
Q17370		WBGene00003637
Q94407		WBGene00003638
O45666		WBGene00003639
	E5QCI8	WBGene00003639
	O62031	WBGene00003640
O17927		WBGene00003641
O17928		WBGene00003642
O17933		WBGene00003643
O45460		WBGene00003644
O16962		WBGene00003645
	H2L018	WBGene00003646
	A0A0M7RDZ3	WBGene00003646
O16425		WBGene00003647
	O16960	WBGene00003648
Q9TXJ1		WBGene00003649
	A0A0M9JJE1	WBGene00003649
O17898		WBGene00003650
O62389		WBGene00003651
	U4PC05	WBGene00003651
	U4PMG4	WBGene00003651
O02279		WBGene00003652
	O62034	WBGene00003653
O44960		WBGene00003654
	A0A2C9C2W7	WBGene00003654
O45907		WBGene00003655
	H2KYJ7	WBGene00003656
	Q8MXH0	WBGene00003656
	H2KYJ8	WBGene00003656
	Q5W611	WBGene00003656
	W6RT69	WBGene00003656
	W6SB62	WBGene00003656
	W6RQQ7	WBGene00003656
	W6RXQ9	WBGene00003656
	W6RRP4	WBGene00003656
	W6RT76	WBGene00003656
Q9XVV3		WBGene00003657
	Q9XXM8	WBGene00003658
	H8ESE6	WBGene00003658
P91829		WBGene00003659
	G5EEL3	WBGene00003660
Q9GTD4		WBGene00003661
	O16537	WBGene00003662
	G5EGP2	WBGene00003663
	Q9XVC7	WBGene00003664
O02316		WBGene00003667
	Q20097	WBGene00003668
O18141		WBGene00003669
	J7SF88	WBGene00003669
	O76668	WBGene00003670
	Q8ITW8	WBGene00003670
	O62116	WBGene00003671
	O45505	WBGene00003672
	O45756	WBGene00003674
Q9XUK7		WBGene00003675
Q965W2		WBGene00003676
	A0A0K3AVA9	WBGene00003676
	Q8WSN9	WBGene00003677
	H2KZA1	WBGene00003678
	Q7KX66	WBGene00003678
O02235		WBGene00003679
O17025		WBGene00003680
Q9U2R6		WBGene00003681
	Q95Y07	WBGene00003682
	A0A131MBQ7	WBGene00003683
	A0A131MCM3	WBGene00003683
	A0A131MDD8	WBGene00003683
	G5ECI7	WBGene00003684
	Q8I7M3	WBGene00003684
	Q8MYP0	WBGene00003685
	Q7YXC6	WBGene00003685
Q95X91		WBGene00003686
Q9BJK5		WBGene00003687
	A0A0K3ASR1	WBGene00003688
	A0A0K3AV12	WBGene00003688
	A0A0K3AS87	WBGene00003688
	Q966H4	WBGene00003689
O17611		WBGene00003690
	Q95ZS3	WBGene00003691
	Q9XVJ1	WBGene00003692
O16359		WBGene00003693
	H2L0B0	WBGene00003694
	Q8MXE5	WBGene00003694
	Q86PJ5	WBGene00003694
	S6FD08	WBGene00003694
	Q86PJ4	WBGene00003695
	Q3LQX0	WBGene00003695
O16966		WBGene00003696
	G5EEH2	WBGene00003697
O45449		WBGene00003698
	Q9U371	WBGene00003699
	Q7JP54	WBGene00003699
	H2L0L6	WBGene00003699
	Q966B9	WBGene00003700
	H2KZT0	WBGene00003700
O45521		WBGene00003701
	O62496	WBGene00003702
	Q9XXL8	WBGene00003703
	G5EEM0	WBGene00003704
	A0A168HAV7	WBGene00003704
O16662		WBGene00003705
	B7E2K2	WBGene00003705
	G5EE21	WBGene00003706
	Q8MNW2	WBGene00003707
	O44638	WBGene00003707
	O16890	WBGene00003708
	G4SCE4	WBGene00003709
	G5EET0	WBGene00003710
Q9TZ99		WBGene00003711
	A8WJ04	WBGene00003711
	Q95Y09	WBGene00003712
	G5EDC3	WBGene00003713
O16391		WBGene00003714
	B1GRK4	WBGene00003714
O17082		WBGene00003715
	A0A168H9N2	WBGene00003715
	G5EFN9	WBGene00003716
O18087		WBGene00003717
	H2L017	WBGene00003718
	A5JYV4	WBGene00003719
O16963		WBGene00003720
	O16968	WBGene00003721
	A0A0K3AV42	WBGene00003721
	O16961	WBGene00003722
O16354		WBGene00003723
O16361		WBGene00003724
	Q2V069	WBGene00003725
O01930		WBGene00003726
	A0A3B1DZZ4	WBGene00003726
	G5EEX1	WBGene00003727
	B3WFU1	WBGene00003727
	B3WFU2	WBGene00003727
	Q95QT4	WBGene00003728
	G5EDH8	WBGene00003729
Q8T5S1		WBGene00003730
O16452		WBGene00003731
	G5EDU2	WBGene00003732
	G5ECB7	WBGene00003732
	G5ED88	WBGene00003733
	G5ECW8	WBGene00003733
	Q9TZH0	WBGene00003734
	H2L039	WBGene00003734
	G5EBN7	WBGene00003735
	G5EFN1	WBGene00003735
P35449		WBGene00003736
	Q93791	WBGene00003738
	C7FZU3	WBGene00003738
	C7FZU4	WBGene00003738
Q11088		WBGene00003739
	Q22739	WBGene00003740
	Q93745	WBGene00003741
	Q93832	WBGene00003742
	Q20017	WBGene00003743
	H2KZS6	WBGene00003744
	E8MDV0	WBGene00003744
Q19569		WBGene00003745
	Q93409	WBGene00003746
	H2KZL2	WBGene00003747
	Q95X67	WBGene00003747
	Q20114	WBGene00003748
Q09367		WBGene00003749
	O01970	WBGene00003750
	O44540	WBGene00003751
	Q18915	WBGene00003752
	H2KYR6	WBGene00003752
	G5EGN6	WBGene00003753
	Q22442	WBGene00003754
	V6CJ99	WBGene00003754
	O62455	WBGene00003755
	O62211	WBGene00003756
	Q8MQ06	WBGene00003757
	Q94233	WBGene00003758
	Q9XX02	WBGene00003759
	Q9U2B9	WBGene00003759
	Q22737	WBGene00003760
	Q22738	WBGene00003761
	Q20011	WBGene00003762
	Q9XWP3	WBGene00003763
	Q9XWN4	WBGene00003764
	O44666	WBGene00003765
O44665		WBGene00003766
O44664		WBGene00003767
O44663		WBGene00003768
O44662		WBGene00003769
Q09982		WBGene00003770
Q95ZN4		WBGene00003771
	Q19617	WBGene00003772
Q23655		WBGene00003773
	G5EGQ9	WBGene00003774
	G5EEH3	WBGene00003775
	E0AHC1	WBGene00003775
	Q20641	WBGene00003776
	G5EBY3	WBGene00003777
	Q18031	WBGene00003778
	G5EFY5	WBGene00003779
	Q7K756	WBGene00003779
	Q09597	WBGene00003783
	Q23406	WBGene00003784
	O18218	WBGene00003785
	O62486	WBGene00003785
	G5EF32	WBGene00003786
	Q86S16	WBGene00003786
	Q21295	WBGene00003787
	Q9U3C1	WBGene00003787
	Q9U3B9	WBGene00003787
	Q22078	WBGene00003788
	Q21436	WBGene00003789
	Q9XWK3	WBGene00003790
Q19131		WBGene00003791
	P91350	WBGene00003792
	Q8T8M4	WBGene00003792
	P91457	WBGene00003793
	Q95Y13	WBGene00003794
	Q95Y15	WBGene00003794
	M1Z882	WBGene00003794
	Q21021	WBGene00003795
	Q86G90	WBGene00003795
G5EEH9		WBGene00003796
	O01576	WBGene00003797
	P91495	WBGene00003798
	Q9BKT9	WBGene00003799
	X5M8Y9	WBGene00003799
Q17602		WBGene00003800
P34343		WBGene00003801
	Q7K6X4	WBGene00003802
Q93454		WBGene00003803
O45933		WBGene00003804
Q09601		WBGene00003805
Q9N4A7		WBGene00003806
	Q18534	WBGene00003807
	G5ED22	WBGene00003808
	Q22188	WBGene00003808
	A0A061AKJ8	WBGene00003808
Q93796		WBGene00003812
Q09225		WBGene00003813
Q19722		WBGene00003815
	O16924	WBGene00003816
Q94392		WBGene00003818
	Q09EE7	WBGene00003818
Q21086		WBGene00003821
Q21029		WBGene00003822
	A0A0K3ATZ5	WBGene00003822
	Q10923	WBGene00003825
	Q95QZ4	WBGene00003825
	Q95QZ3	WBGene00003825
	B2MZA9	WBGene00003825
	G5EFX8	WBGene00003826
	Q0PDJ7	WBGene00003826
	Q9GYQ9	WBGene00003827
	W6RRU8	WBGene00003827
	W6RTE4	WBGene00003827
	W6SBC7	WBGene00003827
Q17778		WBGene00003828
	G5EE74	WBGene00003829
Q9XTY6		WBGene00003830
	B5BM46	WBGene00003830
	F1LIN5	WBGene00003830
	Q17880	WBGene00003831
	B5BM32	WBGene00003834
Q9XVS8		WBGene00003835
Q9U757		WBGene00003836
	G8JYG1	WBGene00003836
	G5EDU0	WBGene00003837
	G5EDR9	WBGene00003838
	Q1NZ21	WBGene00003838
	O61220	WBGene00003839
	A0A0K3AS26	WBGene00003839
	Q22374	WBGene00003840
	Q9N3Y9	WBGene00003841
Q9U539		WBGene00003842
	Q23501	WBGene00003843
	G5EE82	WBGene00003843
P41931		WBGene00003844
P41995		WBGene00003845
Q9N5X6		WBGene00003846
Q93560		WBGene00003847
B1Q257		WBGene00003848
	G5EEC7	WBGene00003849
	Q9BMH9	WBGene00003849
	Q9BMI0	WBGene00003849
Q18434		WBGene00003850
Q8I7F8		WBGene00003851
P41933		WBGene00003854
Q18807		WBGene00003856
O18158		WBGene00003858
	Q2L6Y4	WBGene00003858
Q9N5Z2		WBGene00003859
	Q9XWM1	WBGene00003860
	Q9NAF4	WBGene00003861
Q17833		WBGene00003862
	Q23677	WBGene00003863
G5EC86		WBGene00003864
Q23359		WBGene00003865
	Q9XVW6	WBGene00003868
	Q8I132	WBGene00003868
Q95NU5		WBGene00003870
Q17758		WBGene00003876
Q21219		WBGene00003877
O01840		WBGene00003878
	O45098	WBGene00003879
Q21037		WBGene00003882
Q22830		WBGene00003883
P46873		WBGene00003884
	G5ED37	WBGene00003885
	G5EDF6	WBGene00003886
	O45750	WBGene00003887
	C8JQS1	WBGene00003887
Q09423		WBGene00003888
	G5EBV8	WBGene00003889
	Q22622	WBGene00003890
	A0A168H2S6	WBGene00003890
	O45346	WBGene00003891
Q9XW70		WBGene00003892
P34714		WBGene00003893
	U4PF73	WBGene00003893
	Q9XXE6	WBGene00003898
Q09543		WBGene00003901
	Q9U302	WBGene00003902
	Q7K798	WBGene00003902
	Q7K797	WBGene00003902
	Q19579	WBGene00003903
	Q19581	WBGene00003903
	Q93233	WBGene00003904
Q9XW10		WBGene00003905
	G5EGT1	WBGene00003906
Q22943		WBGene00003907
	G5EDE1	WBGene00003909
Q17850		WBGene00003911
P34766		WBGene00003912
Q4TT88		WBGene00003914
Q9U3A0		WBGene00003915
Q9TW45		WBGene00003916
	A0A2C9C376	WBGene00003916
	H2L089	WBGene00003917
	Q965F9	WBGene00003917
	H1ZUX3	WBGene00003917
Q17353		WBGene00003918
	U4PRG6	WBGene00003918
	U4PEL6	WBGene00003918
	U4PBE2	WBGene00003918
	U4PBR8	WBGene00003918
	U4PM75	WBGene00003918
	U4PRH0	WBGene00003918
	U4PEM0	WBGene00003918
	U4PBE6	WBGene00003918
	U4PBS3	WBGene00003918
	U4PM79	WBGene00003918
Q9GN62		WBGene00003919
P41932		WBGene00003920
	N1NV25	WBGene00003920
Q9NAN2		WBGene00003921
O17586		WBGene00003922
Q27488		WBGene00003923
Q9N599		WBGene00003924
Q95005		WBGene00003925
Q95008		WBGene00003926
O44156		WBGene00003927
Q09583		WBGene00003928
P34446		WBGene00003929
Q27874		WBGene00003930
Q9TZC4		WBGene00003931
O16785		WBGene00003932
	Q22829	WBGene00003933
	G5EF37	WBGene00003934
Q95QA6		WBGene00003936
	A0A2K5ATV2	WBGene00003936
	Q21272	WBGene00003937
	Q21263	WBGene00003938
	U4PCL3	WBGene00003938
	G5ED66	WBGene00003939
	Q9N2Y1	WBGene00003941
G5EBK1		WBGene00003943
	Q966I8	WBGene00003947
	O62102	WBGene00003948
Q23237		WBGene00003949
P91477		WBGene00003950
Q9XUV0		WBGene00003951
P34286		WBGene00003952
	P90868	WBGene00003953
Q27873		WBGene00003954
	G8JY24	WBGene00003954
O02115		WBGene00003955
P34610		WBGene00003956
	G5EFJ8	WBGene00003957
	O02252	WBGene00003958
	Q9GRV9	WBGene00003959
	A5JYS0	WBGene00003960
	A5JYS1	WBGene00003960
Q8I7M8		WBGene00003961
Q17967		WBGene00003962
Q17770		WBGene00003963
	G8JY07	WBGene00003963
	A3RMS2	WBGene00003963
	G5ED07	WBGene00003964
Q9Y1J3		WBGene00003965
Q18268		WBGene00003966
	Q9XUS3	WBGene00003967
	V6CLJ6	WBGene00003967
	V6CLF7	WBGene00003967
	H2KZM4	WBGene00003968
	Q7Z1Q1	WBGene00003968
G5EBX9		WBGene00003969
Q19192		WBGene00003970
Q9U357		WBGene00003975
	G5EGC9	WBGene00003976
	Q7JMT8	WBGene00003976
	G5ECQ5	WBGene00003977
	Q95Y67	WBGene00003978
	G5EGM7	WBGene00003979
	G5EEB7	WBGene00003979
	F9UKU6	WBGene00003979
	O17772	WBGene00003980
	Q19573	WBGene00003981
	O18000	WBGene00003982
P41991		WBGene00003983
	H2L0E5	WBGene00003986
	H2L0E6	WBGene00003986
	Q2L6X7	WBGene00003986
	Q19442	WBGene00003987
Q9XW16		WBGene00003989
Q20025		WBGene00003990
Q21193		WBGene00003991
Q9TZQ3		WBGene00003992
	Q304E5	WBGene00003992
P34266		WBGene00003993
G5EBV6		WBGene00003994
P34712		WBGene00003995
	G5EDF9	WBGene00003996
	A0A0K3AQN5	WBGene00003996
	A0A0K3AU66	WBGene00003996
	A0A0K3AWK1	WBGene00003996
P34713		WBGene00003997
	Q20331	WBGene00003998
	D3KFS6	WBGene00003998
	Q17645	WBGene00003999
	B6VQ78	WBGene00003999
	Q22656	WBGene00004000
	Q1ZXU6	WBGene00004000
	G1K0X0	WBGene00004000
	Q22655	WBGene00004001
	G5EG03	WBGene00004002
	G5EG58	WBGene00004003
	Q18824	WBGene00004004
	Q19015	WBGene00004005
	Q19733	WBGene00004006
	Q19734	WBGene00004007
	G5EG61	WBGene00004008
	G5EGL5	WBGene00004010
	Q7YXC4	WBGene00004010
	Q21578	WBGene00004011
Q17381		WBGene00004013
Q9BKU4		WBGene00004014
P50093		WBGene00004015
	G5EBY6	WBGene00004016
Q09553		WBGene00004017
Q19076		WBGene00004020
	Q22525	WBGene00004023
	Q9XW88	WBGene00004024
Q20065		WBGene00004025
	Q9XUP0	WBGene00004026
Q94131		WBGene00004027
	G5EFV7	WBGene00004028
	V6CL86	WBGene00004028
	V6CIU3	WBGene00004028
	V6CJZ4	WBGene00004028
G5ECP4		WBGene00004029
Q19157		WBGene00004030
	Q94046	WBGene00004031
	Q9U370	WBGene00004031
P34885		WBGene00004032
	H9G2Y7	WBGene00004032
P90980		WBGene00004033
	G8JY36	WBGene00004033
